customer_id,interaction,uid,city,state,country,zip,lat,lng,population,area,job,children,age,income,marital,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internet_service,phone,multiple,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,day_time,year,bandwidth_gb_year
Z624812,022ffa33-0b1a-402f-9a37-e315ab5a8cae,537b77923ae7584156b7d8f5e481ff69,Yamhill,MI,Fort Bend,8850,38.51852,-90.29283,8488,Suburban,Senior tax professional/tax inspector,0,58,147682,Divorced,Male,No,6.285394,6,1,2,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,Yes,No,Yes,No,Electronic Check,9.741749,162.4676,Morning,2022,1626.329435
P464896,f38647d8-f6d1-4c22-a378-fb9ab0abc218,eee14c99d79c211e0c877cddd3e1d127,Point Baker,CA,Ogemaw,64689,33.88615,-118.2019,630,Rural,Technical brewer,2,68,5540.89,Never Married,Female,No,8.484833,11,1,0,Yes,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),15.62643,202.4433,Afternoon,2021,1624.869828
D770283,c8d5261b-40b8-4464-97f9-2d14cd4e83d9,e53479ada3d664ec4dadb048ec22b91b,Needville,CA,Ogemaw,59248,35.85041,-98.20182,618,Suburban,Tourist information centre manager,1,22,31843.16,Divorced,Male,Yes,18.39537758,10,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Mailed Check,14.16961729,169.944668,Morning,2022,1624.799349
A823740,d56574e9-f431-4596-a114-1bb06b292b03,4b84c2ef5830440423ac6f55209a26e5,Del Mar,OR,Fort Bend,28445,40.94621,-82.51718,7278,Urban,Biomedical engineer,0,34,76063.08,Never Married,Male,No,9.885262,8,1,0,No,Month-to-month,No,No,DSL,No,Yes,No,Yes,No,No,Yes,No,Yes,Electronic Check,11.42018,117.4392,Afternoon,2022,1623.908651
Z326783,3a4f618e-4446-4d95-93a7-5bedc7c3e107,4b465b2edf98f3bc995936513a2e9fec,Yamhill,OR,Prince of Wales-Hyder,56574,34.5641,-84.01541,184,Rural,"Scientist, research (medical)",3,85,42504.3,Widowed,Female,No,8.178814,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Yes,Mailed Check,13.262,222.6654,Afternoon,2022,1623.298167
D901316,fa1a7b84-b30a-46dc-acbd-cac1901e2aa8,65052f4e86286414c67b0a67cc63a659,Del Mar,TX,Fort Bend,55053,39.02674,-77.07756,1083,Rural,Teaching laboratory technician,1,40,99195.08,Separated,Male,No,7.913676085,12,1,0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),9.405224809,194.966286,Afternoon,2021,1623.273925
T392167,da9a04c1-eac7-4f75-9afc-aadd447ab349,4877d127a6a3caa7c4089b2ca691641f,Del Mar,TX,Fort Bend,29613,42.25268,-109.3557,1917,Rural,Newspaper journalist,1,58,87537.25,Divorced,Male,No,9.591529444,16,1,1,No,Two Year,No,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,12.07358377,137.469817,Afternoon,2022,1623.045026
U564504,481baaab-1892-424d-8cad-f6c5aff74791,d2845917feb2070ea83aba9dfa9d831a,Point Baker,AK,Ogemaw,11963,43.41604,-94.47187,7430,Rural,"Psychologist, counselling",0,43,37218.44,Divorced,Male,No,10.03651,10,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,15.43828,162.4937,Afternoon,2021,1622.823317
B368498,25b1a464-bea4-4786-b0f5-9f59800b26a1,40bf5fe5adddb3e23ae4e647dd8f37fa,Yamhill,MI,Fort Bend,71331,32.8361,-90.48744,1045,Suburban,Medical secretary,0,24,42008.27,Widowed,Male,No,8.754383,14,0,3,No,One year,No,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,7.369734,120.0049,Morning,2021,1622.201807
I311125,760dfbbe-b2df-4bfa-9db9-a68c52feab40,cf238d3c9d476f07b2c6cfff83df0bdf,Yamhill,AK,San Diego,7032,36.39559,-84.72439,41523,Urban,Podiatrist,0,46,51108.77,Separated,Nonbinary,No,10.56625,13,0,0,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),11.65333,139.983,Evening,2022,1622.06829
N900369,f82ed22f-25d0-4fb9-bf48-b7f487cad814,f736a08b34f752bf2a9070d5b2a2d6ea,Yamhill,AK,Yamhill,987,38.67354,-81.25174,57181,Rural,Environmental education officer,2,35,22294.46,Never Married,Male,No,16.67865,8,2,0,No,One year,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,4.123006,190.127,Afternoon,2022,1621.897996
Z476597,559b1235-261f-4f25-8aa7-04dd5e974b0d,7bc2eee7321924e17e9805d86abb3b1c,West Branch,MI,San Diego,1340,41.30073,-93.10426,1808,Suburban,Ecologist,1,53,104166.7,Married,Female,No,13.31999,5,1,1,Yes,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,9.738632,142.4713,Morning,2021,1621.89345
H991225,2a36b4cb-d83b-4985-bb15-1861595e4c3d,72f7635987b1334e07e60b8804b0103a,Yamhill,AK,Yamhill,98203,41.24656,-91.00568,35603,Urban,Medical technical officer,0,18,11969.69,Divorced,Male,No,8.023097117,12,0,0,No,Month-to-month,No,No,DSL,No,No,No,No,No,No,No,Yes,No,Bank Transfer(automatic),4.667703398,247.664655,Evening,2022,1621.139508
U33762,c3211abd-a489-41d7-b5b5-dc31a3aa83a1,89d2aa99d383fedae7c399d30ec7f9e0,Point Baker,AK,Prince of Wales-Hyder,33576,37.75151,-81.21522,4654,Rural,"Designer, blown glass/stained glass",0,84,67228.71,Married,Nonbinary,No,11.41693893,8,3,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),7.40216226,212.641455,Afternoon,2022,1621.058909
M697338,7833331e-aa4e-4c15-b601-bfadfa7306e6,54837d3ce305f9d602d83565cf44e65b,Point Baker,TX,Yamhill,89448,43.89512,-72.06962,1442,Rural,Television/film/video producer,1,81,30615.01,Separated,Male,No,12.1002,5,1,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,16.21818,169.9378,Afternoon,2022,1620.352713
H153949,976ec160-da6d-4227-94f5-bd561f182466,7bdc7d384ac4e2569a2da8b08e2d42ec,Needville,CA,Ogemaw,19122,45.86407,-69.87681,22187,Urban,Publishing rights manager,5,33,37615.69,Never Married,Female,No,17.80133,9,0,0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,10.269,242.6326,Evening,2021,1620.308367
F172554,2a454f50-96cc-4362-8f05-7ee5388f7094,3d0bf054f5999cf1ca2f5e046bc5067f,West Branch,MI,Prince of Wales-Hyder,29693,42.76719,-82.67231,14413,Urban,Structural engineer,0,49,21152.89,Widowed,Male,No,11.98448,13,0,0,No,Two Year,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Mailed Check,10.99657,162.4653,Evening,2022,1620.224811
L170558,45e5094d-9460-4e73-a4d6-d0399e57954a,0b820b106041e5a57fdbaf69d3d422f0,Point Baker,AK,Yamhill,84723,35.04658,-80.98587,830,Suburban,"Designer, multimedia",1,66,23693.41,Never Married,Female,No,8.186941,9,0,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,No,Mailed Check,10.42522,172.4705,Morning,2021,1619.969692
H969956,15e158cf-476c-4713-a731-db219c29475c,56da7ae7e5f87a6a91a8891a52cf4516,Needville,CA,Prince of Wales-Hyder,72459,41.3421,-73.74565,1380,Suburban,IT technical support officer,0,49,96022.76,Never Married,Male,No,8.025412394,9,1,1,No,Two Year,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Electronic Check,9.758067608,182.443347,Morning,2021,1619.817463
Z628420,60dba014-52e7-4ff7-b6c3-54509e74c2c8,402147ce8ccb492ca681fb03e7d91663,West Branch,CA,Prince of Wales-Hyder,54119,42.53599,-90.51387,782,Suburban,"Horticulturist, amenity",1,81,70435.61,Never Married,Female,No,12.17307,14,2,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,Bank Transfer(automatic),12.173,149.9447,Morning,2022,1619.686288
B402928,574495b3-ff0c-4d9e-a8af-f6e2a3c593c8,edf0edd0ec4418af321082898c3ed0e9,Needville,AK,San Diego,44270,40.38814,-78.71507,8800,Urban,"Engineer, production",3,29,88219.46,Widowed,Male,No,3.468567,10,1,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,13.00557,94.97283,Evening,2022,1618.779462
T334455,23d32433-8e92-4b2f-a811-bc9df1429501,e39fac0b2b44d5f33ab985345fa66b4e,Yamhill,OR,Ogemaw,43001,40.10398,-92.40659,2810,Rural,Glass blower/designer,4,27,31997.45,Separated,Male,No,10.77527,9,1,1,No,One year,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,7.704545,119.9568,Afternoon,2022,1618.557444
R687130,3f580ab4-9b87-431b-9d19-977e7d3044a2,9cd0783b05db71c18ff18f31f016f449,Yamhill,OR,Prince of Wales-Hyder,39756,33.98839,-84.85866,1898,Urban,General practice doctor,7,45,32000.75,Married,Female,No,7.686998495,12,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),9.652842643,220.161527,Evening,2022,1618.259683
B518299,13ec1090-8383-41c5-9de8-b40bb34b3ff5,215a1885ee5ebf1f2da7561642018714,Yamhill,OR,Yamhill,39773,34.94195,-85.43514,15695,Rural,"Exhibitions officer, museum/gallery",0,73,45840.55,Never Married,Male,No,8.898744,9,0,1,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,12.15758,117.4392,Afternoon,2022,1618.001407
K76568,8f8a5a4a-0c9c-40b0-bd51-57ea66ef9c6a,22dfc9e5e6118c093bb80fdaafbc95df,Needville,OR,Ogemaw,89166,42.49149,-77.49698,22225,Urban,Advertising account planner,0,72,64719.02,Widowed,Female,No,13.96002,13,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),16.68618,127.4887,Evening,2022,1617.794287
M572988,80d01587-dd17-4470-93f2-d77cb8496f04,49a7e46603b2eba0bd9683be76df43ad,Needville,CA,Fort Bend,33478,33.09842,-97.32495,13015,Suburban,Site engineer,0,77,42693.35,Never Married,Male,No,4.443747,14,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,7.819376,235.1417,Morning,2022,1617.064452
N42375,58f2bb17-abf4-4f85-8abf-7f2c36ba32ac,6d1e9356eff1199751df25f4f5dc111a,West Branch,AK,Yamhill,40212,43.29646,-85.53554,17486,Suburban,Armed forces operational officer,1,42,26577.44,Never Married,Female,No,11.78952,12,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,14.47965,192.4404,Morning,2021,1617.050793
D944092,db788a25-53cb-4dcf-b253-a409bef6f5e6,a51f54f344eb1f666057149b5566dca0,Needville,AK,Fort Bend,47872,45.5801,-93.59086,8770,Rural,Drilling engineer,0,51,19974.4,Never Married,Female,No,5.458806701,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,10.28430068,255.155493,Afternoon,2021,1616.908193
S715877,91d888d5-abe8-4126-97a1-0517e0d3a11f,70e77a94cae1b2370093f8c8de71090d,Point Baker,AK,Yamhill,35548,40.28492,-74.72187,1704,Urban,Land,0,40,14912.08,Never Married,Female,No,5.486343,18,0,0,No,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),3.575214,225.1457,Evening,2022,1616.617211
N761562,7d640255-8431-4bb7-8fd3-bab7e44d5506,8ac20091c432b9a08b486dc35dca56a1,Yamhill,TX,Ogemaw,4066,26.62789,-81.94331,687,Urban,Statistician,9,41,4032.12,Separated,Female,No,5.232014731,15,2,0,Yes,Two Year,No,Yes,DSL,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,7.55918608,129.962093,Evening,2022,1615.988955
W247511,b6626c69-c1c9-46cc-ab4a-cbcf1582103a,5d1aa55cad11e154f728c438a1f422f1,Yamhill,OR,San Diego,71459,39.0456,-122.9373,11658,Rural,Production manager,1,47,15395.09,Married,Male,No,7.73492925,4,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Electronic Check,15.18780416,137.439154,Afternoon,2022,1615.87994
V634698,63896b0e-5da8-4817-92e9-34ed3c1a2650,f3188158c7fdaed4283039476a1b4fa4,Point Baker,CA,Yamhill,15510,42.23838,-87.86979,2564,Suburban,International aid/development worker,1,41,52018.69,Divorced,Female,No,11.79444395,13,4,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,10.01241216,275.133571,Morning,2022,1615.418802
J883265,4b81d6ed-6ef6-45c5-889e-448980041092,327aaf58f1896da5f84414120003d939,West Branch,OR,Yamhill,77331,36.81065,-118.2851,7699,Urban,Oncologist,1,40,6170.55,Married,Male,No,11.6443975,12,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Credit Card (automatic),15.22323989,182.460772,Evening,2022,1614.544362
D654440,6595cfa3-f95f-42ff-a608-a8570ccd9e10,ac3ba247bcd98fabfbf9d19d8094a7d7,Del Mar,MI,Ogemaw,62954,36.4302,-89.46291,475,Rural,Technical sales engineer,4,22,37622.41,Married,Nonbinary,No,12.27167,8,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,12.57306,194.9768,Afternoon,2022,1614.234523
T902912,a5fcb1b5-3f5f-4b25-92e1-420cf36c8056,a08eecd0df5af2a0ea6fa40a4a6cae45,Del Mar,CA,Yamhill,16416,36.49468,-77.17962,180,Urban,"Psychologist, sport and exercise",8,40,3551.89,Widowed,Female,No,11.64764999,10,0,1,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,6.126946607,242.610632,Evening,2022,1614.1637
S34743,817ea15f-eb6e-4a40-bc22-ff9a1675b760,e8964e775f1bd5d37e953f63e55d3368,Yamhill,CA,Yamhill,72395,45.17275,-93.19465,1124,Urban,"Engineer, electronics",0,79,74026.91,Never Married,Female,No,8.200222508,11,1,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Credit Card (automatic),13.70230727,240.114868,Evening,2021,1614.036609
U955654,5d9d9021-627f-425f-ad30-fceeae021ca0,1e9688ca11cee5599dba373e3931ca76,West Branch,CA,Fort Bend,62427,39.52302,-92.1334,1690,Suburban,Applications developer,1,31,73134.03,Married,Male,No,13.3432,7,2,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Bank Transfer(automatic),7.91568,184.9634,Morning,2021,1613.918447
Y566973,702d0c13-ff2a-48ae-aeea-bb01dd6ab80f,2c7193f16c4068d5ae244abafe1d3863,Point Baker,CA,Prince of Wales-Hyder,26385,41.35694,-79.36797,3957,Rural,Intelligence analyst,2,22,9119.54,Divorced,Female,No,9.409854,15,0,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),10.16083,137.4836,Afternoon,2022,1613.670166
L942985,8e66f11c-d87c-407c-9751-bbe5faa249cf,dc6992bf22d64648016d33b6249fea4f,West Branch,MI,Ogemaw,3062,42.84506,-75.38218,27938,Urban,Plant breeder/geneticist,0,57,40120.86,Separated,Female,No,9.654898,14,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,13.45113,114.9509,Evening,2021,1613.057137
J614079,67041d0d-9f5d-4294-a7ce-8b563329213a,0c462be4a28353ce29b0985a6934eff2,Yamhill,AK,Ogemaw,98282,45.04404,-93.48756,16427,Rural,Intelligence analyst,0,87,40870.51,Widowed,Male,No,11.86638,12,0,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),13.07421,149.9378,Afternoon,2022,1612.709993
P351564,febec4c9-0761-4832-b2ce-7dcdb33e98a5,36256b05907835fcfc0c6d4f618fa806,Yamhill,MI,Fort Bend,38925,31.07232,-81.44036,2616,Rural,Air traffic controller,2,25,10124.99,Never Married,Female,No,5.058771,19,0,0,Yes,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Bank Transfer(automatic),10.35779,127.4421,Afternoon,2022,1612.488802
C484531,76ed8553-8ace-427c-9aea-b7501d96396e,e9dcd9def1a07df6fcdccf8011ccf6e5,West Branch,CA,Ogemaw,50703,32.14919,-81.83224,18978,Urban,Research scientist (maths),4,30,51266.47,Separated,Female,No,8.913392702,4,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),12.77495667,207.609354,Evening,2022,1612.238384
B154541,55a69380-537b-4d00-8f40-4c9ea2d86d7f,a5e25a7568b68f4340ae4d853629ff90,Needville,OR,Ogemaw,54956,36.52903,-82.57457,43736,Suburban,Magazine journalist,3,49,23303.89,Widowed,Male,No,8.820956,10,1,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,No,No,No,No,Mailed Check,10.02376,149.9447,Morning,2022,1610.068088
S311262,0a45372c-ea7e-4158-95bc-a5add69ab60c,13cd4df3e65f46f5b436ba861d737d4a,West Branch,TX,San Diego,61519,38.79575,-96.76543,230,Rural,Warden/ranger,0,56,24503.85,Married,Female,No,6.478653,7,2,0,No,One year,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,No,No,No,Mailed Check,12.00909,152.5104,Afternoon,2022,1610.027119
S984278,cec7ca1d-36e7-4274-9f7f-62bcb99e3052,5f2b55609df8aec5b4ef76cd22247f1f,West Branch,MI,Fort Bend,41848,45.84355,-93.45215,0,Urban,Database administrator,2,49,65891.79,Widowed,Male,No,5.259228749,4,0,0,No,One year,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Mailed Check,4.753020774,245.128318,Evening,2022,1608.852019
R976757,9c53f20f-ad0c-4fd2-9102-07a0920aad40,07f599fc0bff3d19e3c2e7177298a0ca,Point Baker,OR,Ogemaw,51545,29.90819,-95.65323,324,Suburban,Chemical engineer,1,31,25103.37,Divorced,Male,No,7.705577,8,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Credit Card (automatic),16.05802,149.9598,Morning,2022,1608.519234
Y517310,9ee79e15-60c6-4e2d-b648-2b5f19a2b8e2,36aa3c343828aff4ddeaf10b459f3252,West Branch,OR,Fort Bend,62473,31.70334,-102.412,1443,Suburban,Chartered certified accountant,0,77,37670.96,Divorced,Male,No,7.789802018,15,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Mailed Check,8.785452901,202.636202,Morning,2022,1608.002659
B388679,db1f74ec-8fb8-441d-9363-f8b1e98fb91b,82426a357ad0c1e61144eaafc9f3cb43,West Branch,MI,Ogemaw,73716,42.57309,-90.22662,497,Rural,Air broker,2,45,69222.79,Separated,Female,No,15.42891992,15,0,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,Yes,No,No,No,Electronic Check,6.215774391,232.62403,Afternoon,2021,1607.735971
G490319,2f10347a-5c3e-4ea6-a0d5-f4fca7a846b6,58f4e4196b9fe803d69c8209c9d1f86c,Del Mar,AK,Yamhill,75566,40.81279,-94.65335,730,Suburban,"Surveyor, building",9,36,116453,Widowed,Male,No,10.45427,10,2,0,Yes,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,No,Credit Card (automatic),9.693608,129.9598,Morning,2022,1607.273001
Z756585,42ebb91f-6aff-4553-a96e-d55c31e7b827,81b99c723fbda79180cd1121668d30ff,Point Baker,OR,Prince of Wales-Hyder,75633,39.88297,-83.42996,13553,Urban,Environmental consultant,1,79,56096.93,Never Married,Female,No,12.55721923,5,2,0,No,One year,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Mailed Check,13.28713487,190.173699,Evening,2022,1606.847228
J512358,1550d1c8-6dcf-4788-8767-63e8baa08f39,3509b4e5493eadb306aef2481c77f880,Del Mar,OR,San Diego,21914,45.44163,-122.9841,771,Urban,Tree surgeon,3,46,49535.29,Divorced,Female,No,13.56355,14,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Mailed Check,6.905862,199.9902,Evening,2022,1606.823213
J990450,2cd29448-0286-46e9-bf32-adcc91a9c613,025764808f295f7e932ddf1406010e05,Point Baker,AK,Prince of Wales-Hyder,64506,42.18453,-94.69468,24304,Urban,Podiatrist,1,28,29743.38,Never Married,Male,No,14.77223,12,0,1,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Electronic Check,11.13625,139.9875,Evening,2022,1606.733876
K846511,9291a8f9-facc-42e6-a992-7b1ca978c4fc,3821db03d59458f195668f9eb9d4f52a,Point Baker,CA,San Diego,37738,37.80188,-98.47697,5555,Suburban,Forensic scientist,1,73,60432.79,Widowed,Male,No,10.72004,12,0,0,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,13.31739,117.4872,Morning,2022,1606.689609
U972291,00bee736-236a-4d8e-9cd0-b7de9043f1b5,a2a9bf77e063135c4f7debec4d75056f,West Branch,AK,Fort Bend,1243,42.22018,-88.23584,257,Urban,"Engineer, maintenance",0,40,65064.31,Widowed,Male,No,7.56618217,11,1,1,No,One year,No,No,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,17.88002366,112.455141,Evening,2021,1606.489936
L927920,adde68b2-13c8-459b-af4a-e4c4314a4320,7e8980aa1994ba2c166502403a5a826c,Point Baker,MI,Ogemaw,57474,28.4113,-81.78117,215,Rural,Chartered management accountant,4,48,18982.37,Widowed,Male,No,14.06247,12,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Mailed Check,14.65682,120.0035,Afternoon,2021,1606.304191
B522238,4c4370d3-1fd3-49a2-b418-6236cf88689d,135515d93faa1b9826bd5720a812d378,Point Baker,AK,Ogemaw,33920,39.73455,-90.22337,5993,Rural,General practice doctor,4,77,22342.54,Divorced,Male,Yes,9.714093,11,0,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,14.84017,149.989,Afternoon,2022,1604.504838
I961815,18fdf89f-be71-47b7-a21b-7970be6bb426,e0b1aefd2c89016823a0e2f4d79e002c,West Branch,CA,Prince of Wales-Hyder,23920,36.1677,-115.2779,3096,Suburban,Comptroller,1,84,126236.18,Divorced,Female,No,10.89715144,8,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,15.0349197,207.46728,Morning,2021,1604.372091
C885204,a13f7b07-0156-4ca8-b2d1-cb493176097a,83d649e1bcac89a38f82912c949b2014,Needville,AK,San Diego,55443,29.62431,-95.48427,31758,Urban,"Engineer, manufacturing",1,66,145163.1,Married,Female,No,8.044454,7,0,2,No,One year,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,11.40421,159.9794,Evening,2021,1603.711289
C445988,cbac7d6a-552a-4523-9b13-04201992a3d8,92f0cc2272ec4ee46b2f8e0555715cbc,West Branch,TX,Yamhill,39480,46.89598,-114.6371,2918,Suburban,Environmental health practitioner,4,48,48571.22,Separated,Female,No,7.21113,16,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Credit Card (automatic),6.723311,222.6281,Morning,2022,1602.940552
D125547,5775c946-a927-4e57-b5df-a205b1fccf18,84dfc41b3edeebb9c48d9c1b49eece68,Del Mar,MI,Ogemaw,67853,40.67631,-86.91639,667,Suburban,Financial planner,0,73,55081.63,Separated,Female,No,8.442478548,11,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),16.18199957,152.479779,Morning,2021,1602.254193
O398465,fc926f96-2339-41d7-a8d0-c0189958ae37,2f725ce98d545ee1036e9b4f49b0a8e5,Yamhill,AK,Yamhill,49893,36.47426,-92.91033,1477,Urban,Forensic scientist,8,85,3174.98,Never Married,Female,No,7.394984,19,1,2,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,9.880576,197.4725,Evening,2021,1602.19464
L825804,d45feab1-d1e8-4039-be81-c78f591aa48d,f5cbe3b6109a2d71e195b8c775ecebc1,Yamhill,OR,Yamhill,72937,44.5136,-88.57595,3275,Suburban,"Engineer, materials",2,45,16895.6,Never Married,Male,No,7.618887,12,1,1,No,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Credit Card (automatic),10.49269,172.4705,Morning,2022,1601.994832
A295954,72e2e6d6-ce2d-45cf-9f36-1779fc2e9d11,c4c6f357d189c824c3a3cf1245f53141,West Branch,OR,Ogemaw,67748,34.48975,-85.7657,2227,Rural,Training and development officer,4,75,8231.55,Married,Male,No,8.741825,16,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),10.59224,245.1457,Afternoon,2021,1601.761071
R457250,50535548-092f-4777-ba45-70762e5924e1,3b5ebcf63e9b49f0cf8dcca9b26db4a3,Needville,MI,Ogemaw,98122,38.96087,-105.0137,38620,Rural,Audiological scientist,0,22,51198.44,Married,Male,No,7.682652,12,0,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,14.77367,137.4978,Afternoon,2021,1600.620121
F586435,fbf54e94-4483-4823-b392-c8c9b4b8b15c,48c696a5ccf112ff492609c369a59e7c,West Branch,TX,Ogemaw,99607,46.2463,-89.22107,222,Rural,Farm manager,0,33,29581.15,Married,Male,No,8.620715,9,0,1,Yes,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,15.64015,137.4684,Afternoon,2022,1600.603183
P613936,efb091a9-5c46-4049-a934-3d2f9daa5a36,23cf3d3abe5387ad51849a7abb1c9ab9,Needville,CA,Prince of Wales-Hyder,65470,41.57103,-79.3996,955,Suburban,Museum/gallery conservator,3,59,52687.01,Married,Male,No,11.44953763,14,2,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Electronic Check,9.553290527,245.145743,Morning,2021,1599.874839
